Building Name,Cleaned Name,Latitude,Longitude,Full Address
HDH Emergency Container - Geneva Hall,HDH EMERGENCY CONTAINER   GENEVA HALL,32.8855413,-117.2420642,"9956 International Ln, La Jolla, CA 92093, USA"
HDH Emergency Container - Gilman Parking,HDH EMERGENCY CONTAINER   GILMAN PARKING,32.8776194,-117.2336633,"252 Russell Ln, La Jolla, CA 92093, USA"
HDH Emergency Container - Goldberg,HDH EMERGENCY CONTAINER   GOLDBERG,32.8732353,-117.2205682,"La Jolla, CA 92037, USA"
HDH Emergency Container - La Jolla Del Sol,HDH EMERGENCY CONTAINER   LA JOLLA DEL SOL,32.8655512,-117.2230338,"8046 Regents Rd, San Diego, CA 92122, USA"
HDH Emergency Container - Marshall Uppers,HDH EMERGENCY CONTAINER   MARSHALL UPPERS,32.8833158,-117.2417072,"Thurgood Marshall College Upper Apartments, San Diego, CA 92161, USA"
HDH Emergency Container - Mesa Housing,HDH EMERGENCY CONTAINER   MESA HOUSING,32.8743495,-117.2205048,"9260 C Mesa, La Jolla, CA 92037, USA"
HDH Emergency Container - Muir Fields,HDH EMERGENCY CONTAINER   MUIR FIELDS,32.876944,-117.2428228,"San Diego, CA 92161, USA"
HDH Emergency Container - Oceanview,HDH EMERGENCY CONTAINER   OCEANVIEW,32.8831037,-117.2427668,"9788 Scholars Dr N, La Jolla, CA 92093, USA"
HDH Emergency Container - Pangea Parking,HDH EMERGENCY CONTAINER   PANGEA PARKING,32.8842265,-117.2430026,"9834 Scholars Dr N, La Jolla, CA 92093, USA"
HDH Emergency Container - Rita Atkinson,HDH EMERGENCY CONTAINER   RITA ATKINSON,32.872898,-117.2353067,"9450 Gilman Dr, La Jolla, CA 92092, USA"
HDH Emergency Container - Seventh West 1,HDH EMERGENCY CONTAINER   SEVENTH WEST 1,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
HDH Emergency Container - Seventh West 4,HDH EMERGENCY CONTAINER   SEVENTH WEST 4,32.8886055,-117.2422681,"10176 Scholars Dr N, La Jolla, CA 92093, USA"
HDH Emergency Container - Stewart Commons,HDH EMERGENCY CONTAINER   STEWART COMMONS,32.878911,-117.2425361,"Stewart Commons, San Diego, CA 92161, USA"
High Bay Physics Laboratory,HIGH BAY PHYSICS LABORATORY,32.8797143,-117.2343119,"3201 Matthews Ln, La Jolla, CA 92093, USA"
Hillcrest Medical Center Central Plant,HILLCREST MEDICAL CENTER CENTRAL PLANT,32.8773757,-117.2250874,"9470 Medical Ctr Dr, La Jolla, CA 92037, USA"
Hillcrest Medical Center Restrooms,HILLCREST MEDICAL CENTER RESTROOMS,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Hillcrest Parking,HILLCREST PARKING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Holly,HOLLY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Holly Addition,HOLLY ADDITION,32.8739,-117.23448,"3167 Biomedical Sciences Wy, La Jolla, CA 92093, USA"
Hopkins Parking,HOPKINS PARKING,32.8837791,-117.2394026,"9800 Hopkins Dr, La Jolla, CA 92093, USA"
Housing Dining and Hospitality Services,HOUSING DINING AND HOSPITALITY SERVICES,32.8745329,-117.2430351,"9241 S Scholars Dr, La Jolla, CA 92093, USA"
Hubbs Hall,HUBBS HALL,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Human Rights,HUMAN RIGHTS,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Humanities and Social Sciences,HUMANITIES AND SOCIAL SCIENCES,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Hydraulics Laboratory,HYDRAULICS LABORATORY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Ida and Cecil Green Faculty Club,IDA AND CECIL GREEN FACULTY CLUB,32.879255,-117.239585,"9500 Gilman Drive MC 0121, 3035 Muir Ln, La Jolla, CA 92093, USA"
IGPP - Munk Laboratory,IGPP   MUNK LABORATORY,32.8683075,-117.2529733,"8800 Biological Grade, La Jolla, CA 92037, USA"
IGPP - Pinon Flats,IGPP   PINON FLATS,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
IGPP 1000 - Revelle Laboratory,IGPP 1000   REVELLE LABORATORY,32.8683075,-117.2529733,"8800 Biological Grade, La Jolla, CA 92037, USA"
IGPP 2000 - Revelle Laboratory,IGPP 2000   REVELLE LABORATORY,32.867817,-117.2524631,"8765 Biological Grade, La Jolla, CA 92037, USA"
IGPP 3000 - Revelle Laboratory,IGPP 3000   REVELLE LABORATORY,32.8678235,-117.2522514,"8775 Biological Grade, La Jolla, CA 92037, USA"
IGPP 4000 - Revelle Laboratory,IGPP 4000   REVELLE LABORATORY,32.8683075,-117.2529733,"8800 Biological Grade, La Jolla, CA 92037, USA"
Information Center - North Point Entrance,INFORMATION CENTER   NORTH POINT ENTRANCE,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
Information Center- Gilman Entrance,INFORMATION CENTER  GILMAN ENTRANCE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Inpatient Tower,INPATIENT TOWER,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Institute of the Americas Addition,INSTITUTE OF THE AMERICAS ADDITION,32.8853407,-117.2410642,"9909 International Ln, La Jolla, CA 92093, USA"
Institute of the Americas Building,INSTITUTE OF THE AMERICAS BUILDING,32.8853407,-117.2410642,"9909 International Ln, La Jolla, CA 92093, USA"
Isaacs Hall,ISAACS HALL,32.8697024,-117.2523174,"Isaacs Hall, 8875 Biological Grade, La Jolla, CA 92037, USA"
Israni Biomedical Research Facility,ISRANI BIOMEDICAL RESEARCH FACILITY,32.8744664,-117.2349451,"3147 Biomedical Sciences Wy, La Jolla, CA 92093, USA"
Ivy,IVY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
J. Craig Venter Institute,J. CRAIG VENTER INSTITUTE,32.86910700000001,-117.243037,"4120 Capricorn Ln, La Jolla, CA 92037, USA"
Jacaranda,JACARANDA,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Jacobs Hall,JACOBS HALL,32.8816988,-117.2352306,"Jacobs Hall, Engineers Ln, San Diego, CA 92161, USA"
Jacobs Medical Center - Bed Tower,JACOBS MEDICAL CENTER   BED TOWER,32.8777169,-117.2262295,"9300 Campus Point Dr, San Diego, CA 92037, USA"
James' Place,JAMES' PLACE,32.871811,-117.2408727,"2910 La Jolla Village Dr, La Jolla, CA 92093, USA"
Jerboa,JERBOA,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
JMC Emergency Preparedness,JMC EMERGENCY PREPAREDNESS,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Joan and Irwin Jacobs Center for La Jolla Playhouse,JOAN AND IRWIN JACOBS CENTER FOR LA JOLLA PLAYHOUSE,32.8713818,-117.2406508,"2910 La Jolla Village Dr, La Jolla, CA 92093, USA"
Justice,JUSTICE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Kaleidoscope,KALEIDOSCOPE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Kalmia,KALMIA,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Kaplan Lab,KAPLAN LAB,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Kathmandu House East,KATHMANDU HOUSE EAST,32.8849872,-117.2421809,"Kathmandu House, La Jolla, CA 92093, USA"
Kathmandu House West,KATHMANDU HOUSE WEST,32.8849872,-117.2421809,"Kathmandu House, La Jolla, CA 92093, USA"
Keck Oceanographic and Atmospheric Research - 1,KECK OCEANOGRAPHIC AND ATMOSPHERIC RESEARCH   1,32.8694028,-117.2504492,"8851 Shellback Way, La Jolla, CA 92037, USA"
Keck Oceanographic and Atmospheric Research - 2,KECK OCEANOGRAPHIC AND ATMOSPHERIC RESEARCH   2,32.8694028,-117.2504492,"8851 Shellback Way, La Jolla, CA 92037, USA"
Keck Oceanographic and Atmospheric Research - 3,KECK OCEANOGRAPHIC AND ATMOSPHERIC RESEARCH   3,32.8694028,-117.2504492,"8851 Shellback Way, La Jolla, CA 92037, USA"
Kelp,KELP,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Kendall-Frost Marsh Reserve Trailer,KENDALL FROST MARSH RESERVE TRAILER,32.7941303,-117.2291748,"Kendall-Frost Mission Bay Marsh Reserve, 2055 Pacific Beach Dr, San Diego, CA 92109, USA"
Knowledge,KNOWLEDGE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Koman Family Outpatient Pavilion,KOMAN FAMILY OUTPATIENT PAVILION,32.8783592,-117.2242183,"9400 Campus Point Dr, La Jolla, CA 92037, USA"
La Jolla Institute for Immunology,LA JOLLA INSTITUTE FOR IMMUNOLOGY,32.8774194,-117.2196033,"9420 Athena Cir, La Jolla, CA 92037, USA"
Landscape Services Trailer,LANDSCAPE SERVICES TRAILER,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Large Animal Care Facility,LARGE ANIMAL CARE FACILITY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Latin America Hall,LATIN AMERICA HALL,32.8851058,-117.2434705,"9882 Scholars Dr N, La Jolla, CA 92093, USA"
Laurel,LAUREL,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Laurel Extension,LAUREL EXTENSION,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Leichtag Family Foundation Biomedical Research Building,LEICHTAG FAMILY FOUNDATION BIOMEDICAL RESEARCH BUILDING,32.8767963,-117.2372406,"9461 Gilman Dr, La Jolla, CA 92093, USA"
Liberation,LIBERATION,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Lifeguard Tower,LIFEGUARD TOWER,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Limu,LIMU,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Magnolia,MAGNOLIA,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Main Gymnasium,MAIN GYMNASIUM,32.8771494,-117.2412479,"2995 Scholars Ln, La Jolla, CA 92093, USA"
Mandell Weiss Forum,MANDELL WEISS FORUM,32.8721104,-117.2410182,"La Jolla, CA 92037, USA"
Mandell Weiss Theatre,MANDELL WEISS THEATRE,32.8709622,-117.2412549,"2910 La Jolla Village Dr, La Jolla, CA 92093, USA"
Mandell Weiss Theatre Shop,MANDELL WEISS THEATRE SHOP,32.8709622,-117.2412549,"2910 La Jolla Village Dr, La Jolla, CA 92093, USA"
Mandeville Center,MANDEVILLE CENTER,32.8777923,-117.2399788,"9390 Mandeville Ln, La Jolla, CA 92093, USA"
Mandler Hall,MANDLER HALL,32.8793034,-117.2421403,"2941 Muir Ln, La Jolla, CA 92093, USA"
Marea,MAREA,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
MarFac Building 1,MARFAC BUILDING 1,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
MarFac Building 2,MARFAC BUILDING 2,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
MarFac Building 3,MARFAC BUILDING 3,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Marine Conservation and Technology Facility,MARINE CONSERVATION AND TECHNOLOGY FACILITY,32.8713329,-117.2519081,"8890 Biological Grade, La Jolla, CA 92037, USA"
Marine Ecosystem Sensing Observation and Modeling,MARINE ECOSYSTEM SENSING OBSERVATION AND MODELING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Marine Geology Collection Building,MARINE GEOLOGY COLLECTION BUILDING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Marine Science Development Center - Building A,MARINE SCIENCE DEVELOPMENT CENTER   BUILDING A,32.8666612,-117.2537859,"2134 Naga Way, La Jolla, CA 92037, USA"
Marine Science Development Center - Building B,MARINE SCIENCE DEVELOPMENT CENTER   BUILDING B,32.8667264,-117.2536264,"2136 Naga Way, La Jolla, CA 92037, USA"
Marine Science Development Center - Building C,MARINE SCIENCE DEVELOPMENT CENTER   BUILDING C,32.8665709,-117.2532695,"2138 Naga Way, La Jolla, CA 92037, USA"
Marine Science Development Center - Building D,MARINE SCIENCE DEVELOPMENT CENTER   BUILDING D,32.8663558,-117.2535328,"2140 Naga Way, La Jolla, CA 92037, USA"
Marketplace,MARKETPLACE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Marshall College Dean's Residence,MARSHALL COLLEGE DEAN'S RESIDENCE,32.8831443,-117.2431716,"San Diego, CA 92161, USA"
Martin Johnson House,MARTIN JOHNSON HOUSE,32.8690889,-117.2528861,"8840 Biological Grade, La Jolla, CA 92037, USA"
Matthews Apartments A,MATTHEWS APARTMENTS A,32.878646,-117.2310505,"Matthews Apartments, La Jolla, CA 92093, USA"
Matthews Apartments B,MATTHEWS APARTMENTS B,32.878646,-117.2310505,"Matthews Apartments, La Jolla, CA 92093, USA"
Matthews Apartments C,MATTHEWS APARTMENTS C,32.878646,-117.2310505,"Matthews Apartments, La Jolla, CA 92093, USA"
Matthews Apartments D,MATTHEWS APARTMENTS D,32.878646,-117.2310505,"Matthews Apartments, La Jolla, CA 92093, USA"
Matthews Apartments E,MATTHEWS APARTMENTS E,32.878646,-117.2310505,"Matthews Apartments, La Jolla, CA 92093, USA"
Matthews Housing Maintenance Carpentry Shop,MATTHEWS HOUSING MAINTENANCE CARPENTRY SHOP,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Matthews Maintenance and Lounge,MATTHEWS MAINTENANCE AND LOUNGE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Mayer Hall,MAYER HALL,32.8754409,-117.239888,"9280 Eucalyptus Grove Ln, La Jolla, CA 92093, USA"
Mayer Hall Addition,MAYER HALL ADDITION,32.8754409,-117.239888,"9280 Eucalyptus Grove Ln, La Jolla, CA 92093, USA"
McGill Hall,MCGILL HALL,32.8790201,-117.2420577,"2947 Muir Ln, La Jolla, CA 92093, USA"
Medical Center Modular 1,MEDICAL CENTER MODULAR 1,32.8767056,-117.2261318,"Medical Ctr Dr, San Diego, CA, USA"
Medical Center Modular 2,MEDICAL CENTER MODULAR 2,32.8767056,-117.2261318,"Medical Ctr Dr, San Diego, CA, USA"
Medical Center Switching Station,MEDICAL CENTER SWITCHING STATION,32.8767056,-117.2261318,"Medical Ctr Dr, San Diego, CA, USA"
Medical Library,MEDICAL LIBRARY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Medical Offices North,MEDICAL OFFICES NORTH,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Medical Offices South,MEDICAL OFFICES SOUTH,32.7531371,-117.1652264,"Medical Offices South, 4168 Front St, San Diego, CA 92103, USA"
Medical Teaching Facility,MEDICAL TEACHING FACILITY,32.8756041,-117.2355062,"9515 Gilman Dr, La Jolla, CA 92093, USA"
Mesa Apartments Central - 9226,MESA APARTMENTS CENTRAL   9226,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9228,MESA APARTMENTS CENTRAL   9228,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9230,MESA APARTMENTS CENTRAL   9230,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9232,MESA APARTMENTS CENTRAL   9232,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9234,MESA APARTMENTS CENTRAL   9234,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9236,MESA APARTMENTS CENTRAL   9236,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9238 (Laundry),MESA APARTMENTS CENTRAL   9238,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9240,MESA APARTMENTS CENTRAL   9240,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9242,MESA APARTMENTS CENTRAL   9242,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9244,MESA APARTMENTS CENTRAL   9244,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9246,MESA APARTMENTS CENTRAL   9246,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9248,MESA APARTMENTS CENTRAL   9248,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9250,MESA APARTMENTS CENTRAL   9250,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9252,MESA APARTMENTS CENTRAL   9252,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9254,MESA APARTMENTS CENTRAL   9254,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9256,MESA APARTMENTS CENTRAL   9256,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9258,MESA APARTMENTS CENTRAL   9258,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9260,MESA APARTMENTS CENTRAL   9260,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9262,MESA APARTMENTS CENTRAL   9262,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9264 (Laundry),MESA APARTMENTS CENTRAL   9264,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9266,MESA APARTMENTS CENTRAL   9266,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9268,MESA APARTMENTS CENTRAL   9268,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments Central - 9270,MESA APARTMENTS CENTRAL   9270,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9100,MESA APARTMENTS SOUTH   9100,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9106,MESA APARTMENTS SOUTH   9106,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9114,MESA APARTMENTS SOUTH   9114,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9118,MESA APARTMENTS SOUTH   9118,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9122,MESA APARTMENTS SOUTH   9122,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9126 (Laundry),MESA APARTMENTS SOUTH   9126,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9130,MESA APARTMENTS SOUTH   9130,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9134,MESA APARTMENTS SOUTH   9134,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9138,MESA APARTMENTS SOUTH   9138,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9142,MESA APARTMENTS SOUTH   9142,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9146,MESA APARTMENTS SOUTH   9146,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9148,MESA APARTMENTS SOUTH   9148,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9152,MESA APARTMENTS SOUTH   9152,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9156 (Laundry),MESA APARTMENTS SOUTH   9156,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9160,MESA APARTMENTS SOUTH   9160,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9162,MESA APARTMENTS SOUTH   9162,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9168,MESA APARTMENTS SOUTH   9168,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9172,MESA APARTMENTS SOUTH   9172,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9176,MESA APARTMENTS SOUTH   9176,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9180,MESA APARTMENTS SOUTH   9180,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9184 (Laundry),MESA APARTMENTS SOUTH   9184,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9188,MESA APARTMENTS SOUTH   9188,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Apartments South - 9192,MESA APARTMENTS SOUTH   9192,32.87382780000001,-117.2215649,"Miramar St, La Jolla, CA 92037, USA"
Mesa Canyon Parking,MESA CANYON PARKING,32.8762761,-117.2226484,"La Jolla, CA 92037, USA"
Mesa Child Development Center A,MESA CHILD DEVELOPMENT CENTER A,32.8734171,-117.2235369,"3785 Mesa Pk Ct, La Jolla, CA 92093, USA"
Mesa Child Development Center B,MESA CHILD DEVELOPMENT CENTER B,32.87317,-117.22353,"3781 Mesa Pk Ct, La Jolla, CA 92093, USA"
Mesa Child Development Center C,MESA CHILD DEVELOPMENT CENTER C,32.87337,-117.22325,"3789 Mesa Pk Ct, La Jolla, CA 92093, USA"
Mesa Verde Hall North,MESA VERDE HALL NORTH,32.8860192,-117.2414146,"9995 International Ln, La Jolla, CA 92093, USA"
Mesa Verde Hall South,MESA VERDE HALL SOUTH,32.8860192,-117.2414146,"9995 International Ln, La Jolla, CA 92093, USA"
Meteor Hall,METEOR HALL,32.8738214,-117.2419498,"9221 S Scholars Dr, La Jolla, CA 92093, USA"
Middle East Hall,MIDDLE EAST HALL,32.8856609,-117.2425493,"La Jolla, CA 92037, USA"
Mission Bay Aquatic,MISSION BAY AQUATIC,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Mobile CT Scanner,MOBILE CT SCANNER,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Molli and Arthur Wagner Dance Building,MOLLI AND ARTHUR WAGNER DANCE BUILDING,32.871811,-117.2400632,"9155 Mandell Weiss Ln, La Jolla, CA 92037, USA"
Moores Cancer Center,MOORES CANCER CENTER,32.8786467,-117.2230577,"3855 Health Sciences Dr, La Jolla, CA 92037, USA"
Mosaic,MOSAIC,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Movement,MOVEMENT,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
MRI Research Building,MRI RESEARCH BUILDING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Mt. Soledad Lab 1,MT. SOLEDAD LAB 1,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Mt. Soledad Lab 2,MT. SOLEDAD LAB 2,32.8397698,-117.252259,"Soledad Mountain, San Diego, CA 92037, USA"
Multipurpose Facility,MULTIPURPOSE FACILITY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Narrative,NARRATIVE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Natatorium,NATATORIUM,32.8771741,-117.2418559,"2997 Scholars Ln, La Jolla, CA 92093, USA"
Natural Sciences Building,NATURAL SCIENCES BUILDING,32.8752882,-117.2423111,"9500 Gilman Dr, La Jolla, CA 92093, USA"
New Scripps Administration,NEW SCRIPPS ADMINISTRATION,32.8649185,-117.2541816,"8622 Kennel Way, La Jolla, CA 92037, USA"
Nierenberg Hall,NIERENBERG HALL,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Nierenberg Trailer North,NIERENBERG TRAILER NORTH,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Nierenberg Trailer West,NIERENBERG TRAILER WEST,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Nihonbashi Life Science Building,NIHONBASHI LIFE SCIENCE BUILDING,32.8328112,-117.2712717,"La Jolla, San Diego, CA, USA"
Nimitz Marine Facility Laboratory Building,NIMITZ MARINE FACILITY LABORATORY BUILDING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Nimitz Q Storage,NIMITZ Q STORAGE,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
NMR Spectroscopy,NMR SPECTROSCOPY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
NOAA Southwest Fisheries Science Center,NOAA SOUTHWEST FISHERIES SCIENCE CENTER,32.8700747,-117.251156,"NOAA La Jolla Laboratory, 8901 La Jolla Shores Dr, La Jolla, CA 92037, USA"
Nori,NORI,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
North America Hall,NORTH AMERICA HALL,32.8847624,-117.243444,"9862 Scholars Dr N, La Jolla, CA 92093, USA"
North Annex Replacement Facility,NORTH ANNEX REPLACEMENT FACILITY,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
North Campus Restrooms Building,NORTH CAMPUS RESTROOMS BUILDING,32.8886693,-117.2404211,"La Jolla, CA 92093, USA"
Ocean Drilling Program Core Building,OCEAN DRILLING PROGRAM CORE BUILDING,32.8670847,-117.2511635,"2235 Downwind Way, La Jolla, CA 92037, USA"
Oceania Hall,OCEANIA HALL,32.8849476,-117.2425801,"La Jolla, CA 92037, USA"
OceanView Terrace,OCEANVIEW TERRACE,32.8831037,-117.2427668,"9788 Scholars Dr N, La Jolla, CA 92093, USA"
Ola Parking,OLA PARKING,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
Old Director's House,OLD DIRECTOR'S HOUSE,32.8659617,-117.2529828,"8665 Naga Ln, La Jolla, CA 92037, USA"
Old Outback Adventures,OLD OUTBACK ADVENTURES,32.8892149,-117.2404527,"North Point Ln, La Jolla, CA 92093, USA"
Old Scripps,OLD SCRIPPS,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
One Civic Center,ONE CIVIC CENTER,32.881168,-117.2343605,"9500 Gilman Dr, La Jolla, CA 92093, USA"
One Miramar Street - 1,ONE MIRAMAR STREET   1,32.87353,-117.22632,"3615 Miramar Cir, La Jolla, CA 92037, USA"
